turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_2,43.643194,78.538833,2026-02-13 13:00:00+00:00,1.1,91,954.8,0.85,2.77,2.9,62,56,56,1.1,2026-02-13 18:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,18.166666666666668,25.0,19,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 14:00:00+00:00,1.0,91,955.4,1.79,4.33,4.53,63,59,59,2.3,2026-02-13 19:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,19.166666666666668,26.0,20,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 15:00:00+00:00,1.3,91,955.5,2.99,5.82,6.1,69,66,66,4.9,2026-02-13 20:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,20.166666666666668,27.0,21,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 16:00:00+00:00,0.2,92,955.1,3.83,7.41,7.76,73,65,65,6.3,2026-02-13 21:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,21.166666666666668,28.0,22,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 17:00:00+00:00,0.1,91,954.5,4.15,7.81,8.18,75,66,66,7.0,2026-02-13 22:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,22.166666666666668,29.0,23,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 18:00:00+00:00,-0.4,91,954.0,4.15,7.8,8.17,75,62,62,6.9,2026-02-13 23:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,23.166666666666668,30.0,24,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 19:00:00+00:00,-1.0,93,953.5,4.4,7.98,8.35,78,64,64,7.2,2026-02-14 00:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,24.166666666666668,31.0,25,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 20:00:00+00:00,-1.1,91,953.1,4.45,8.12,8.5,78,67,67,7.4,2026-02-14 01:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,25.166666666666668,32.0,26,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 21:00:00+00:00,-0.7,88,952.9,4.3,7.52,7.88,78,73,73,7.4,2026-02-14 02:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,26.166666666666668,33.0,27,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 22:00:00+00:00,-0.7,89,952.8,4.11,7.05,7.39,77,79,79,7.2,2026-02-14 03:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,27.166666666666668,34.0,28,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-13 23:00:00+00:00,-0.6,91,953.5,4.14,6.98,7.31,72,78,78,7.0,2026-02-14 04:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,28.166666666666668,35.0,29,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 00:00:00+00:00,-0.5,91,953.9,3.65,6.29,6.59,73,80,80,7.0,2026-02-14 05:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,29.166666666666668,36.0,30,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 01:00:00+00:00,-0.6,92,954.6,2.31,4.49,4.71,72,77,77,6.1,2026-02-14 06:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,30.166666666666668,37.0,31,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 02:00:00+00:00,-0.5,93,955.3,1.23,2.93,3.07,78,86,86,3.7,2026-02-14 07:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,31.166666666666668,38.0,32,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 03:00:00+00:00,0.4,90,956.1,1.0,2.14,2.25,90,91,91,2.0,2026-02-14 08:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,32.166666666666664,39.0,33,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 04:00:00+00:00,1.7,83,956.3,0.75,1.48,1.55,90,107,107,2.0,2026-02-14 09:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,33.166666666666664,40.0,34,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 05:00:00+00:00,2.9,78,956.5,0.65,0.97,1.01,32,49,49,2.0,2026-02-14 10:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,34.166666666666664,41.0,35,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 06:00:00+00:00,3.5,80,956.6,1.3,1.29,1.35,4,11,11,2.8,2026-02-14 11:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,35.166666666666664,42.0,36,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 07:00:00+00:00,4.2,74,956.4,0.72,0.69,0.73,326,321,321,4.3,2026-02-14 12:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,36.166666666666664,43.0,37,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 08:00:00+00:00,4.2,74,955.8,0.57,0.69,0.73,255,231,231,3.2,2026-02-14 13:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,37.166666666666664,44.0,38,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 09:00:00+00:00,5.3,68,955.8,0.81,0.87,0.91,317,308,308,3.0,2026-02-14 14:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,38.166666666666664,45.0,39,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 10:00:00+00:00,5.4,68,956.1,1.9,2.11,2.21,305,304,304,4.2,2026-02-14 15:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,39.166666666666664,46.0,40,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 11:00:00+00:00,3.3,82,956.6,2.37,3.3,3.46,288,286,286,4.3,2026-02-14 16:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,40.166666666666664,47.0,41,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 12:00:00+00:00,1.5,91,957.3,2.96,5.14,5.38,266,265,265,5.0,2026-02-14 17:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,41.166666666666664,48.0,42,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 13:00:00+00:00,0.3,96,958.2,2.8,5.06,5.3,229,244,244,5.0,2026-02-14 18:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,42.166666666666664,49.0,43,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 14:00:00+00:00,0.5,96,958.8,3.07,5.45,5.71,217,238,238,5.0,2026-02-14 19:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,43.166666666666664,50.0,44,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 15:00:00+00:00,0.6,95,958.8,2.85,5.04,5.28,211,232,232,5.1,2026-02-14 20:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,44.166666666666664,51.0,45,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 16:00:00+00:00,1.0,94,958.8,2.04,4.24,4.44,205,223,223,4.6,2026-02-14 21:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,45.166666666666664,52.0,46,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 17:00:00+00:00,1.0,94,959.1,1.63,3.81,3.99,243,243,243,3.3,2026-02-14 22:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,46.166666666666664,53.0,47,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_2,43.643194,78.538833,2026-02-14 18:00:00+00:00,0.8,94,958.9,1.52,3.72,3.9,207,223,223,2.7,2026-02-14 23:00:00+05:00,2026-02-12,2026-02-12T23:50:00+05:00,2026-02-12T18:50:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T18:10:00+00:00,47.166666666666664,54.0,48,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
